"ВТ","08:30-09:50","3-408","","","Рябоконь Г.","1-14"
"СР","10:00-11:20","1-331","Основи системного аналізу об’єктів і процесів комп’ютерізації","1","Дубровський В.","1-15"
"СР","11:40-13:00","1-310","Основи системного аналізу об’єктів і процесів комп’ютерізації","","Глибовець А.","1-15"
"СР","13:30-14:50","1-313","Актуарна математика","","Братик М.","1-15"
"ЧТ","08:30-09:50","3-408","","","Рябоконь Г.","1-14"
"ЧТ","13:30-14:50","1-112","Актуарна математика","","Братик М.","1-15"
"ПТ","10:00-11:20","1-206","Програмне забезпечення інтелектуальних систем","1","Гулаєва Н.","1-14"
